s,d_s,theta_1,d_theta_1,u,time,T,desired_s,error_s,desired_d_s,error_d_s,desired_theta_1,error_theta_1,desired_d_theta_1,error_d_theta_1,desired_u
0.14483603212910642,0.0,-0.21041488788145188,0.0,0.0,0.0,-0.0017066852464797083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.141592653589793,314.1592653589793,0.0,5.248146799975075,0.0005332928329266725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.074097498922825,-6.7495154666968205,0.0,5.348973900079727,-0.0012606184694354868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.1185829417715087,9.05048664852528,0.0,5.3506003000075,0.0006289051618998267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.1201169225593945,-0.15339807878858025,0.0,5.3557485999772325,0.00017923786767859895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.124718864923051,-0.46019423636565193,0.0,5.365688299993053,0.0001409799692780135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.1308547880745934,-0.6135923151542322,0.0,5.375664900057018,8.957563578667035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.135456730438251,-0.46019423636574075,0.0,5.385473900125362,5.077675253477614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.1400586728019073,-0.46019423636565193,0.0,5.395460200146772,1.2108594396799909e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1400586728019073,-0.306796157577185,0.0,5.405350100132637,-1.3370225590388916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.136990711226136,-0.30679615757711604,0.0,5.415230600163341,-3.906860266808291e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.130854788074594,-0.6135923151542322,0.0,5.425137500162236,-9.16586908195758e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1277868264988222,-0.30679615757716044,0.0,5.43518140015658,-0.00011615115056028744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1185829417715083,-0.9203884727313927,0.0,5.445009200135246,-0.00019810928599995554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.112447018619966,-0.6135923151542322,0.0,5.454987800098024,-0.000246882547324548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.106311095468423,-0.6135923151542766,0.0,5.4649303001351655,-0.00029856057073633413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.100175172316881,-0.6135923151542322,0.0,5.474897000123747,-0.00035019408496528574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.098641191528995,-0.15339807878858025,0.0,5.484760300023481,-0.0003589256296426097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0971072107411097,-0.15339807878853584,0.0,5.4946590999607,-0.00037170187716779044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0971072107411097,0.0,0.0,5.504634499899112,-0.0003712077749503273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0971072107411097,0.0,0.0,5.514562699943781,-0.0003712077749503273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
