s,d_s,theta_1,d_theta_1,theta_2,d_theta_2,u,time,T,desired_s,error_s,desired_d_s,error_d_s,desired_theta_1,error_theta_1,desired_d_theta_1,error_d_theta_1,desired_theta_2,error_theta_2,desired_d_theta_2,error_d_theta_2,desired_u
0.044568370804373904,0.0,-0.12627134383524144,0.0,-0.006729725779337723,0.0,0.0,0.0,-0.008372577499369932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,3.141592653589793,,0.0,0.903858800069429,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,6.261709576149188,,0.0,0.9546743001556024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.094972091373966,1.7826621590765348,0.0,0.9567882001865655,-0.019359423596957616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.088836168222425,-1.1736654842276821,0.0,0.9585383002413437,-0.019186619560864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.088836168222425,-1.1736654842276821,0.0,0.9624305001925677,-0.019186619560864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.09037014901031,0.16267028503561004,0.0,0.9675094002159312,-0.019075431820884805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.091904129798195,-2.4675294175101983,0.0,0.972000100184232,-0.019597897733625257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.087302187434538,-4.935058835020873,0.0,0.9769257002044469,-0.021155691755201673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.088836168222425,-2.4675294175101983,0.0,0.9817556001944467,-0.019590602669710966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.093438110586082,1.3029281890307247,0.0,0.9866175001952797,-0.01922771478039359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.094972091373966,0.0,0.0,0.9914698001230136,-0.01908278531411214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.093438110586082,0.6547079760498994,0.0,0.996277000172995,-0.01911739225282758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.091904129798195,0.0,0.0,1.0012528001097962,-0.019076264302599358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.093438110586082,0.0,0.0,1.006228000158444,-0.019079547691663937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.830194553649008,0.0,9.091904129798195,-4.956319185413591,0.0,1.0108922001672909,-0.021187464897106136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
