s,d_s,theta_1,d_theta_1,theta_2,d_theta_2,u,time,T,desired_s,error_s,desired_d_s,error_d_s,desired_theta_1,error_theta_1,desired_d_theta_1,error_d_theta_1,desired_theta_2,error_theta_2,desired_d_theta_2,error_d_theta_2,desired_u
0.11296842248291723,0.0,-0.3253666808000539,0.0,0.37983462532043416,0.0,0.0,0.0,-0.025089515761765824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,0.9241380000021309,4.1748616478895348e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.479223900626073,267.5262494072559,0.0,1.005554300001677,-2.4513222138854616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.117048960983623,623.4097921967245,7.5962728616096955,623.4097921967245,0.0,1.0097165000006498,-0.8420864224396368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.126252845710937,1.8407769454627854,7.605476746337009,1.8407769454627854,0.0,1.0123285000008764,-0.0013658038474192473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,-2.4543692606171064,7.593204900033924,-2.4543692606171064,0.0,1.0143017000009422,-0.0023089278501304375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.0186358999999356,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.115514980195737,0.3067961575771605,7.59473888082181,0.3067961575771605,0.0,1.0230681000030017,-0.002113257672343921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.106311095468423,-1.8407769454627854,7.585534996094496,-1.8407769454627854,0.0,1.0277177000025404,-0.0027964330781234115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,1.5339807878856249,7.593204900033924,1.5339807878856249,0.0,1.032930600002146,-0.0021949660438924682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1185829417715087,0.9203884727314815,7.597806842397581,0.9203884727314815,0.0,1.0373615000025893,-0.0019035915036798834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1109130378320806,-1.5339807878856249,7.590136938458153,-1.5339807878856249,0.0,1.0424908000022697,-0.002470024663799068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1109130378320806,0.0,7.590136938458153,0.0,0.0,1.050826300004701,-0.002412937182023838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.115514980195737,0.9203884727313039,7.59473888082181,0.9203884727313039,0.0,1.052887500005454,-0.0021018202137368957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.115514980195737,0.0,7.59473888082181,0.0,0.0,1.0565027000047849,-0.0021200773528051906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,-0.3067961575771605,7.593204900033924,-0.3067961575771605,0.0,1.0613502000051085,-0.0022254308173731197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.066201400004502,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.0709878000052413,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.075898100003542,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.0806907000005594,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.085404199999175,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.0903356999988318,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.0951317999970342,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.0997682999986864,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1046462999984215,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.109480099999928,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1143215000010969,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1192182000013418,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1239857000000484,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.128882799999701,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1334556000001612,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1380972000006295,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1429435999998532,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1478029999998398,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1527256999979727,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1573967999975139,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1623131999949692,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.167081599993253,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.171795899994322,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1766871999934665,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1815179999939573,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1863357999936852,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.1910937999928137,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.195988799991028,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.200744299992948,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2056283999954758,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2105316999950446,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2153555999939272,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2202121999907831,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.225129599988577,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2299221999855945,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2347011999845563,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2395726999857288,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2444030999868119,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2492055999864533,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2540905999849201,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2588581999843882,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.263753799987171,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2685853999864776,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2733676999851014,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1139809994078513,0.0,7.593204900033924,0.0,0.0,1.2780934999827878,-0.0022177184761686575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
