s,d_s,theta_1,d_theta_1,theta_2,d_theta_2,u,time,T,desired_s,error_s,desired_d_s,error_d_s,desired_theta_1,error_theta_1,desired_d_theta_1,error_d_theta_1,desired_theta_2,error_theta_2,desired_d_theta_2,error_d_theta_2,desired_u
-0.2086895668601788,0.0,-0.2385472575797802,0.0,-0.5339862669185809,0.0,0.0,0.0,-0.016603848221190588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,0.9043955999950413,1.9813261125169915e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.066427594983397,3.6912566226193255,0.07516505860639633,3.6912566226193255,0.0,0.9579049000021769,0.010915059958714888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.067961575771282,-1.0437018458142333,-3.049553806316654,-1.0437018458142333,0.0,0.9595974000112619,0.004371020945434925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.06182565261974,1.6977481902361362,-3.0434178831651124,1.6977481902361362,0.0,0.9639097000181209,0.00842415284115371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.055689729468197,1.1701836829098908,-3.037281960013569,1.1701836829098908,0.0,0.9689241000160109,0.00810221464097125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.055689729468197,1.0429922066196173,-3.037281960013569,1.0429922066196173,0.0,0.973516500016558,0.007916412282221409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.069495556559168,-5.222951269613976,-3.0526217678924255,-5.611628834112068,0.0,0.9784233000245877,0.0012630023386482382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.064893614195511,-1.3064050314134468,-3.048019825528769,-1.6950825959115385,0.0,0.9832511000277009,0.0043774253794827845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.064893614195511,-1.3064050314134468,-3.048019825528769,-1.6950825959115385,0.0,0.9881449000240536,0.0043774253794827845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.06182565261974,-1.314915813376976,-3.0449518639529973,-1.7035933778750678,0.0,0.9929782000253908,0.004608132273228281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.06182565261974,-0.91308380231294,-3.0449518639529973,-1.3017613668110317,0.0,0.9979019000165863,0.005022179731220938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0495538063166547,0.13041836319371453,-3.0326800176499127,0.26114793434471184,0.0,1.0027248000114923,0.007135220607707787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.057223710256083,0.5216734527753112,-3.0418839023772266,0.5216734527753112,0.0,1.0076040000130888,0.0070765695599751864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.052621767892426,0.38966489108018315,-3.037281960013569,0.38966489108018315,0.0,1.0125395000213757,0.007247994019180238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.052621767892426,-0.5239900214810598,-3.037281960013569,-0.5239900214810598,0.0,1.0174057000112953,0.006121329925497159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0495538063166547,1.9669782713527038,-3.0342139984377985,1.9669782713527038,0.0,1.0223084000172094,0.00983037962506428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.055689729468197,-2.1042260464822777,-3.040349921589341,-2.1042260464822777,0.0,1.0271840000204975,0.004320315365148736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.055689729468197,-2.1042260464822777,-3.040349921589341,-2.1042260464822777,0.0,1.032124700010172,0.004320315365148736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.057223710256083,0.1304405431874927,-3.0418839023772266,0.1304405431874927,0.0,1.036993000016082,0.0065644459133809415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.057223710256083,0.1304405431874927,-3.0418839023772266,0.1304405431874927,0.0,1.0418990000180202,0.0065644459133809415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.055689729468197,0.5242586424763508,-3.040349921589341,0.5242586424763508,0.0,1.046735300013097,0.0071961307699088045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.055689729468197,0.5242586424763508,-3.040349921589341,0.5242586424763508,0.0,1.0516205000167247,0.0071961307699088045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0587576910439687,-0.9140164721825516,-3.0434178831651124,-0.9140164721825516,0.0,1.0564969000115525,0.005222355018682409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0587576910439687,-0.9140164721825516,-3.0434178831651124,-0.9140164721825516,0.0,1.0614287000062177,0.005222355018682409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0587576910439687,-0.9140164721825516,-3.0434178831651124,-0.9140164721825516,0.0,1.0662936000007903,0.005222355018682409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0541557486803117,1.446655406956661,-3.038815940801456,1.446655406956661,0.0,1.0711825000034878,0.008641132548073955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0541557486803117,1.446655406956661,-3.038815940801456,1.446655406956661,0.0,1.07612070000323,0.008641132548073955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0541557486803117,1.446655406956661,-3.038815940801456,1.446655406956661,0.0,1.0808762000087881,0.008641132548073955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0541557486803117,1.446655406956661,-3.038815940801456,1.446655406956661,0.0,1.0857712000142783,0.008641132548073955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.0541557486803117,1.446655406956661,-3.037281960013569,1.446655406956661,0.0,1.0905977000220446,0.008638520313328428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.057223710256083,-0.9118431993205536,-3.040349921589341,-0.9118431993205536,0.0,1.0955130000220379,0.005339330351119903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.055689729468197,-0.6533137938183335,-3.038815940801455,-0.6533137938183335,0.0,1.100372300017625,0.005739860401753131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.057223710256083,-1.9673146219464142,-3.040349921589341,-1.9673146219464142,0.0,1.1052437000180362,0.004311474905368011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-3.055689729468197,-0.13108706100545228,-3.038815940801455,-0.13108706100545228,0.0,1.1101409000111744,0.0063514709019962595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
