s,d_s,theta_1,d_theta_1,u,time,T
1.847552525776836e-05,-7.730091559433594e-05,1.8357302955962496e-05,-2.0586051971167735e-05,0.00019602970469668644,9.47000000000008,2.2379460954470943e-06
1.8091453653821018e-05,-7.632772598460088e-05,1.8253859658479143e-05,-2.0794357065668402e-05,0.00019463792194701296,9.475000000000081,2.222530954194254e-06
1.7712230539634555e-05,-7.536151968998369e-05,1.8149394811484143e-05,-2.0994708626379797e-05,0.00019324125892343762,9.480000000000082,2.2070501485739262e-06
1.7337820941936494e-05,-7.440231938924121e-05,1.8043947852319775e-05,-2.1187237389944e-05,0.00019184006014849643,9.485000000000083,2.191507738208618e-06
1.696818977828718e-05,-7.345014607048447e-05,1.7937557568625806e-05,-2.13720727315821e-05,0.00019043466375134744,9.490000000000084,2.1759077088184712e-06
1.660330186545448e-05,-7.250501906259502e-05,1.783026210411265e-05,-2.1549342671335687e-05,0.00018902540157789016,9.495000000000084,2.1602539734449435e-06
1.624312192763167e-05,-7.156695606652917e-05,1.7722098966110877e-05,-2.171917387963675e-05,0.00018761259921316995,9.500000000000085,2.1445503727426714e-06
1.5887614604500206e-05,-7.063597318605616e-05,1.761310503178848e-05,-2.1881691683603723e-05,0.00018619657609460157,9.505000000000086,2.1288006762406736e-06
1.553674445913941e-05,-6.971208495826275e-05,1.7503316555256276e-05,-2.2037020073045076e-05,0.00018477764555867987,9.510000000000087,2.11300858289324e-06
1.5190475985784767e-05,-6.879530438359439e-05,1.7392769173785183e-05,-2.2185281706880057e-05,0.0001833561149336726,9.515000000000088,2.097177722119902e-06
1.4848773617436656e-05,-6.788564295565023e-05,1.7281497914911625e-05,-2.2326597919314093e-05,0.00018193228558883046,9.520000000000088,2.081311654383644e-06
1.4511601733321272e-05,-6.698311069050344e-05,1.7169537203098884e-05,-2.24610887264741e-05,0.0001805064530293573,9.52500000000009,2.065413872259519e-06
1.417892466620587e-05,-6.608771615565749e-05,1.705692086551025e-05,-2.258887283316305e-05,0.00017907890696919053,9.53000000000009,2.0494878012565613e-06
1.3850706709569604e-05,-6.519946649884849e-05,1.6943682139558547e-05,-2.2710067639100875e-05,0.00017764993136180064,9.53500000000009,2.033536800201473e-06
1.3526912124631874e-05,-6.431836747624319e-05,1.6829853679123374e-05,-2.2824789246034606e-05,0.0001762198045210588,9.540000000000092,2.0175641625835953e-06
1.3207505147240344e-05,-6.344442348036853e-05,1.671546755988018e-05,-2.2933152464686223e-05,0.00017478879917493334,9.545000000000092,2.001573117167647e-06
1.2892449994619485e-05,-6.25776375679755e-05,1.660055528773796e-05,-2.30352708209327e-05,0.00017335718247860437,9.550000000000093,1.9855668281943933e-06
1.2581710871981899e-05,-6.171801148705863e-05,1.6485147803280142e-05,-2.3131256563603386e-05,0.00017192521618337436,9.555000000000094,1.969548397229881e-06
1.2275251979004177e-05,-6.086554570402971e-05,1.6369275490202284e-05,-2.3221220670835842e-05,0.00017049315660578302,9.560000000000095,1.953520862891603e-06
1.1973037516169015e-05,-6.002023943003544e-05,1.625296817930888e-05,-2.3305272858092794e-05,0.0001690612547988536,9.565000000000095,1.9374872027195863e-06
1.1675031690975112e-05,-5.918209064752622e-05,1.613625515695105e-05,-2.3383521584451478e-05,0.0001676297565018439,9.570000000000096,1.921450332693841e-06
1.1381198724016418e-05,-5.835109613595109e-05,1.601916516991153e-05,-2.3456074060621504e-05,0.0001661989023150252,9.575000000000097,1.9054131091512697e-06
1.1091502854932857e-05,-5.752725149747303e-05,1.5901726432510088e-05,-2.3523036255947485e-05,0.00016476892769561258,9.580000000000098,1.8893783287908438e-06
1.0805908348233838e-05,-5.671055118213414e-05,1.578396663148851e-05,-2.3584512906154875e-05,0.00016334006306777848,9.585000000000099,1.87334872989177e-06
1.0524379498995957e-05,-5.590098851301841e-05,1.5665912933560122e-05,-2.364060752016819e-05,0.00016191253382314457,9.5900000000001,1.8573269923718194e-06
1.024688063843657e-05,-5.509855571073641e-05,1.554759199118294e-05,-2.3691422388077057e-05,0.00016048656045639944,9.5950000000001,1.8413157392895668e-06
9.973376139365524e-06,-5.4303243917681956e-05,1.542902994833284e-05,-2.373705858886585e-05,0.0001590623586108917,9.600000000000101,1.8253175373751624e-06
9.7038304215162e-06,-5.3515043222046844e-05,1.5310252446276706e-05,-2.3777615997960888e-05,0.00015764013912702258,9.605000000000102,1.809334897591395e-06
9.43820795675713e-06,-5.2733942681581116e-05,1.5191284629789692e-05,-2.3813193294643564e-05,0.0001562201080931457,9.610000000000102,1.793370275725607e-06
9.176473274185728e-06,-5.195993034698005e-05,1.5072151154260638e-05,-2.38438879696984e-05,0.00015480246692021232,9.615000000000103,1.7774260732455008e-06
8.918590965106576e-06,-5.1192993284680825e-05,1.495287618968888e-05,-2.386979633395545e-05,0.00015338741245984511,9.620000000000104,1.7615046385980513e-06
8.664525687895287e-06,-5.0433117599834855e-05,1.4833483427789673e-05,-2.3891013525390527e-05,0.00015197513696919387,9.625000000000105,1.7456082668805759e-06
8.414242172749049e-06,-4.9680288458660135e-05,1.4713996087767356e-05,-2.39076335172344e-05,0.00015056582823494468,9.630000000000106,1.7297392012186695e-06
8.167705226326116e-06,-4.8934490110512764e-05,1.4594436921200327e-05,-2.3919749126045938e-05,0.00014915966962947456,9.635000000000106,1.713899633404564e-06
7.924879736275124e-06,-4.8195705909883683e-05,1.4474828219146474e-05,-2.3927452019131753e-05,0.00014775684012581652,9.640000000000107,1.6980917041094592e-06
7.685730675656017e-06,-4.746391833775922e-05,1.4355191817028157e-05,-2.393083272303509e-05,0.0001463575144248929,9.645000000000108,1.6823175042893337e-06
7.450223107254366e-06,-4.673910902290109e-05,1.4235549100849454e-05,-2.3929980631391608e-05,0.00014496186297162475,9.650000000000109,1.6665790754025963e-06
7.218322187790364e-06,-4.602125876269986e-05,1.4115921011637056e-05,-2.392498401322155e-05,0.0001435700520402469,9.65500000000011,1.6508784103600093e-06
6.989993172023528e-06,-4.531034754403434e-05,1.3996328052989782e-05,-2.3915930020343087e-05,0.00014218224373310266,9.66000000000011,1.6352174535667243e-06
6.765201416755054e-06,-4.460635456335539e-05,1.3876790294631292e-05,-2.390290469630283e-05,0.00014079859613579058,9.665000000000111,1.6195981026188459e-06
6.54391238472919e-06,-4.3909258246990344e-05,1.3757327379071427e-05,-2.388599298377436e-05,0.0001394192632730081,9.670000000000112,1.6040222078747716e-06
6.326091648434538e-06,-4.3219036270870483e-05,1.3637958526935279e-05,-2.386527873288428e-05,0.00013804439522397205,9.675000000000113,1.5884915737379374e-06
6.111704893807315e-06,-4.2535665580018676e-05,1.351870254273635e-05,-2.3840844709428153e-05,0.00013667413817036137,9.680000000000113,1.5730079592151533e-06
5.90071792383807e-06,-4.1859122407679255e-05,1.3399577819317443e-05,-2.3812772603343097e-05,0.0001353086344678842,9.685000000000114,1.557573078718963e-06
5.693096662082845e-06,-4.11893822944108e-05,1.3280602344067916e-05,-2.3781143036464795e-05,0.00013394802265369186,9.690000000000115,1.542188602192405e-06
5.488807156080101e-06,-4.052642010668653e-05,1.3161793703808655e-05,-2.3746035570971464e-05,0.00013259243754485273,9.695000000000116,1.5268561562056934e-06
5.28781558067505e-06,-3.98702100553339e-05,1.3043169090565243e-05,-2.370752871750032e-05,0.00013124201027052575,9.700000000000117,1.5115773243448171e-06
5.0900882412527595e-06,-3.9220725713582395e-05,1.2924745306008845e-05,-2.36656999436498e-05,0.00012989686835030153,9.705000000000117,1.4963536480874957e-06
4.895591576881194e-06,-3.857794003504374e-05,1.280653876722937e-05,-2.3620625681882397e-05,0.00012855713570773082,9.710000000000118,1.4811866269907379e-06
4.704292163365386e-06,-3.7941825371279584e-05,1.2688565511620453e-05,-2.3572381337893185e-05,0.0001272229327528314,9.715000000000119,1.4660777196156498e-06
4.516156716214249e-06,-3.7312353489175286e-05,1.2570841202652616e-05,-2.3521041298776553e-05,0.00012589437642085907,9.72000000000012,1.4510283439877264e-06
4.33115209352158e-06,-3.668949558789227e-05,1.2453381133870067e-05,-2.3466678941691725e-05,0.00012457158025660304,9.72500000000012,1.4360398785338617e-06
4.149245298762266e-06,-3.607322231583324e-05,1.2336200234663863e-05,-2.340936664170491e-05,0.0001232546544118058,9.730000000000121,1.4211136620965127e-06
3.970403483504777e-06,-3.546350378716254e-05,1.221931307515689e-05,-2.3349175780220366e-05,0.00012194370573413965,9.735000000000122,1.4062509949288045e-06
3.7945939500416117e-06,-3.486030959810347e-05,1.2102733870644755e-05,-2.3286176753320415e-05,0.000120638837811815,9.740000000000123,1.3914531392071903e-06
3.621784153938578e-06,-3.426360884311008e-05,1.1986476487368947e-05,-2.3220438979726635e-05,0.00011934015099867833,9.745000000000124,1.376721319344689e-06
3.451941706504367e-06,-3.367337013057429e-05,1.1870554446957726e-05,-2.315203090942499e-05,0.00011804774250715762,9.750000000000124,1.3620567230255034e-06
3.2850343771819325e-06,-3.3089561598399405e-05,1.175498093086702e-05,-2.3081020031941934e-05,0.0001167617064349769,9.755000000000125,1.347460501524888e-06
